sueldos,273
sueldos_menores_150000,159
sueldo_promedio_150000,101760
sueldos_150_300,86
sueldos_promedio_150_300,213385
ahorros_150_300,85171
sueldos_300_500,26
sueldos_promedio_300_500,381681
ahorros_300_500,253467
sueldos_500,2
sueldos_promedio_500,847161
ahorros_500,718947
