cantidad_autos,417
precio_menor_1.5,56
precio_1.5-2.5,112
precio_2.5-3.5,121
precio_3.5-5,79
precio_5-6.5,35
precio_6.5,14
prom_menor1.5,1113762
prom_1.5-2.5,1998217
prom_2.5-3.5,3008308
prom_5-6.5,5809771
prom_mayor6.5,7232857
mod_menor_99,16
mod_99_05,14
mod_06_10,68
mod_11_15,155
mod_16_22,164
